,author,title,sentence,sentence_nr,words,kind
25399,"Marryat, Florence",The Blood of the Vampire,She passed that night through the agonies of Deathnot the death that overtakes the believer in a God and a Futurebut the darkness and uncertainty that enwrap the man who knows he is full of sin and yet has no knowledge that His Lord has paid his debt to the uttermost farthingthe doubt and anxiety that beset the unbeliever when he is called upon to enter the dark Valley,15117,Lord,person
25409,"Marryat, Florence",The Blood of the Vampire,Doctor Phillips said that the more I loved a person the more I must keep away from him,15120,Doctor Phillips,person
25411,"Marryat, Florence",The Blood of the Vampire,It is incredible,15121,NA,NA
25412,"Marryat, Florence",The Blood of the Vampire,unheard of,15122,NA,NA
25413,"Marryat, Florence",The Blood of the Vampire,Could he have had any motive in saying such a thing,15123,NA,NA
25414,"Marryat, Florence",The Blood of the Vampire,The remembrance of her flirtation with Ralph Pullen recurred to her mind and she seized it as a drowning man clutches at a straw,15124,Ralph Pullen,person
25415,"Marryat, Florence",The Blood of the Vampire,The remembrance of her flirtation with Ralph Pullen recurred to her mind and she seized it as a drowning man clutches at a straw,15124,Ralph,person
25417,"Marryat, Florence",The Blood of the Vampire,Was it a plant after all,15125,NA,NA
25419,"Marryat, Florence",The Blood of the Vampire,Did the old man want to put me off the track of Captain Pullen,15126,Captain Pullen,person
25420,"Marryat, Florence",The Blood of the Vampire,Margaret Pullen is staying in the househe said sohad she asked him to get rid of me if possible,15127,Margaret Pullen,person
25421,"Marryat, Florence",The Blood of the Vampire,Margaret Pullen is staying in the househe said sohad she asked him to get rid of me if possible,15127,Margaret,person
25423,"Marryat, Florence",The Blood of the Vampire,After all am I torturing myself by believing the story of my fatal power to be true when it was only a ruse to get rid of me,15128,NA,NA
25425,"Marryat, Florence",The Blood of the Vampire,The Baroness said the same thing but she was mad about poor Bobby and would have said anything to annoy meand after all what does it amount to,15129,Bobby Bates,person
25426,"Marryat, Florence",The Blood of the Vampire,The baby died in teethingheaps of babies doand Bobby was consumptive from the firstI have heard Miss Wynward say so and would have died anyway as he grew to be a man and had larger demands made upon his physical strength,15130,Bobby Bates,person
25428,"Marryat, Florence",The Blood of the Vampire,The baby died in teethingheaps of babies doand Bobby was consumptive from the firstI have heard Miss Wynward say so and would have died anyway as he grew to be a man and had larger demands made upon his physical strength,15130,Wynward,person
25429,"Marryat, Florence",The Blood of the Vampire,The baby died in teethingheaps of babies doand Bobby was consumptive from the firstI have heard Miss Wynward say so and would have died anyway as he grew to be a man and had larger demands made upon his physical strength,15130,Miss Wynward,person
25430,"Marryat, Florence",The Blood of the Vampire,And for the otherswhat happened to them happens to all the world,15131,NA,NA
25432,"Marryat, Florence",The Blood of the Vampire,I have been frightening myself with a chimera,15133,NA,NA
25433,"Marryat, Florence",The Blood of the Vampire,Anthony said so and he must know better than I And I cant give up TonyI cant I cant I cant,15134,Anthony Pennell,person
25434,"Marryat, Florence",The Blood of the Vampire,Anthony said so and he must know better than I And I cant give up TonyI cant I cant I cant,15134,Tony,person
25435,"Marryat, Florence",The Blood of the Vampire,It is of no use thinking of it,15135,NA,NA
25436,"Marryat, Florence",The Blood of the Vampire,Besides he wouldnt let me,15136,NA,NA
25437,"Marryat, Florence",The Blood of the Vampire,He would never leave me alone until I had consented to marry him so I may as well do it at the first as at the last,15137,NA,NA
25438,"Marryat, Florence",The Blood of the Vampire,But the tide of triumphant feeling would be succeeded by a wave of despondency which threatened to upset all her casuistry,15138,NA,NA
25439,"Marryat, Florence",The Blood of the Vampire,But ififit should be true and Anthony shouldshouldO,15139,Anthony Pennell,person
25441,"Marryat, Florence",The Blood of the Vampire,I dare not think of it,15141,NA,NA
25442,"Marryat, Florence",The Blood of the Vampire,I will kill myself before it shall occur,15142,NA,NA
25446,"Marryat, Florence",The Blood of the Vampire,Well darling he exclaimed and have you made up your mind by this time,15145,NA,NA
25449,"Marryat, Florence",The Blood of the Vampire,Which death am I to diesuffocated in your dear embrace or left to perish of cold and hunger outside O Tony she cried throwing herself into his arms I dont know what to say,15146,Tony,person
25450,"Marryat, Florence",The Blood of the Vampire,I have not closed my eyes all night trying to decide what will be for the best,15147,NA,NA
25453,"Marryat, Florence",The Blood of the Vampire,Depend upon it whatever they may have said was for their own gratification and not yours and that they would be quick enough to accept the lot that lies before you were it in their power,15149,NA,NA
25457,"Marryat, Florence",The Blood of the Vampire,I have been so lonely and friendless all my life said Harriet sobbing in his arms and I have longed for love and sympathy so much and now that they have come to me it is hard O so hard to have to give them up,15150,Harriet Brandt,person
25459,"Marryat, Florence",The Blood of the Vampire,So hard Hally for me remember as well as yourself that we will not make the attempt,15151,Hally,person
25461,"Marryat, Florence",The Blood of the Vampire,Now I want you to place yourself in my hands and start for Paris tonight,15152,Paris,location
25462,"Marryat, Florence",The Blood of the Vampire,Tonight,15153,NA,NA
25464,"Marryat, Florence",The Blood of the Vampire,Yes tonight,15155,NA,NA
25465,"Marryat, Florence",The Blood of the Vampire,What did I tell you yesterdaythat I should come with the ring and the license in my pocket,15156,NA,NA
25466,"Marryat, Florence",The Blood of the Vampire,I am as good as my word and betterfor I have given notice to the registrar of marriages in my district that he is to be ready for us at twelve oclock today,15157,NA,NA
25467,"Marryat, Florence",The Blood of the Vampire,Am I not a good manager,15158,NA,NA
25468,"Marryat, Florence",The Blood of the Vampire,Tony,15159,Tony,person
25469,"Marryat, Florence",The Blood of the Vampire,Tony but I have not made up my mind I have made it up for you and I will take no refusal,15160,Tony,person
25473,"Marryat, Florence",The Blood of the Vampire,Married at twelveback here at one for luncha couple of hours to pack up and off by the four oclock train for Doversleep at the Castle Warden and cross tomorrow to Paris,15162,Castle,location
25474,"Marryat, Florence",The Blood of the Vampire,Married at twelveback here at one for luncha couple of hours to pack up and off by the four oclock train for Doversleep at the Castle Warden and cross tomorrow to Paris,15162,Paris,location
25475,"Marryat, Florence",The Blood of the Vampire,How will that do Mrs Pennell eh O ought I to do it ought I to do it,15163,Harriet Brandt,person
25476,"Marryat, Florence",The Blood of the Vampire,exclaimed Harriet with a look of despair,15164,Harriet Brandt,person
25477,"Marryat, Florence",The Blood of the Vampire,If you dont Ill shoot myself,15165,NA,NA
25478,"Marryat, Florence",The Blood of the Vampire,I swear it,15166,NA,NA
25479,"Marryat, Florence",The Blood of the Vampire,No no darling dont say that,15167,NA,NA
25480,"Marryat, Florence",The Blood of the Vampire,It is of you alone that I am thinking,15168,NA,NA
25482,"Marryat, Florence",The Blood of the Vampire,Take me and do with me as you think best,15170,NA,NA
25485,"Marryat, Florence",The Blood of the Vampire,After which it came to pass that Mr and Mrs Anthony Pennell started in very high spirits for Dover by the four oclock train that afternoon,15171,Anthony Pennell,person
25488,"Marryat, Florence",The Blood of the Vampire, CHAPTER XVIII  A fortnight afterwards the married couple found themselves at Nice,15172,Nice,location
25489,"Marryat, Florence",The Blood of the Vampire,Much as has been said and sung of the lune de miel130 none ever surpassed if it ever reached this one in happiness,15173,NA,NA
25490,"Marryat, Florence",The Blood of the Vampire,Harriet passed the time in a silent ecstasy of delight,15174,Harriet Brandt,person
25491,"Marryat, Florence",The Blood of the Vampire,Her cup of bliss was filled to overflowing her satisfaction was too deep for words,15175,NA,NA
25492,"Marryat, Florence",The Blood of the Vampire,To this girl for whom the world had been seen as yet only through the barred windows of a conventwho had never enjoyed the society of an intellectual companion before who had viewed no scenery but that of the Island seen no records of the past and visited no foreign capital the first weeks of her married life were a panorama of novelties her days one long astonishment and delight,15176,Island,location
